,Date,Title,Link,Ticker
0,2021-04-20 02:11:00,Here's Why We're Not Too Worried About Ayro's (NASDAQ:AYRO) Cash Burn Situation,https://finance.yahoo.com/news/heres-why-were-not-too-061116048.html,AYRO
1,2021-04-15 08:00:00,"AYRO to Participate on EV Panel at the Benzinga Cleantech Small Cap Conference and Present to Investors on April 22, 2021",https://finance.yahoo.com/news/ayro-participate-ev-panel-benzinga-120000254.html,AYRO
2,2021-03-31 11:10:00,[Correction] AYRO Announces Year-End 2020 Financial Results and Provides Corporate Update,https://finance.yahoo.com/news/correction-ayro-announces-end-2020-151000402.html,AYRO
3,2021-03-31 07:00:00,AYRO Announces Year-End 2020 Financial Results and Provides Corporate Update,https://finance.yahoo.com/news/ayro-announces-end-2020-financial-110000767.html,AYRO
4,2021-03-31 06:30:00,AYRO Inc to Host Earnings Call,https://finance.yahoo.com/news/ayro-inc-host-earnings-call-103000147.html,AYRO
5,2021-03-24 08:00:00,"AYRO to Report Year-End 2020 Financial Results on Wednesday, March 31, 2021 and Provide Corporate Update",https://finance.yahoo.com/news/ayro-report-end-2020-financial-120000755.html,AYRO
6,2021-03-17 08:00:00,"AYRO Inc. Enters Agreement with Element Fleet Management, the Worlds Largest Pure-Play Automotive Fleet Manager",https://finance.yahoo.com/news/ayro-inc-enters-agreement-element-120000240.html,AYRO
7,2021-03-11 12:02:00,AYRO to Present at Maxim Groups Inaugural Emerging Growth Virtual Conference,https://finance.yahoo.com/news/ayro-present-maxim-group-inaugural-170200157.html,AYRO
8,2021-03-08 08:00:00,Industry-First Electric Vaccine Vehicle Launches to Expand Access to COVID-19 Vaccination and Testing,https://finance.yahoo.com/news/industry-first-electric-vaccine-vehicle-130000642.html,AYRO
9,2021-02-17 00:05:00,"Ayro, Inc.'s (NASDAQ:AYRO) Shift From Loss To Profit",https://finance.yahoo.com/news/ayro-inc-nasdaq-ayro-shift-050539353.html,AYRO
10,2021-02-12 14:58:00,Why Investors Should Avoid Northern Genesis Stock,https://finance.yahoo.com/news/why-investors-avoid-northern-genesis-195812560.html,AYRO
11,2021-02-11 09:00:00,"AYRO, Inc. Announces $41,800,000 Registered Direct Offering Priced At-the-Market under Nasdaq Rules",https://finance.yahoo.com/news/ayro-inc-announces-41-800-140000859.html,AYRO
12,2021-01-25 09:00:00,AYRO Announces $20 Million Registered Direct Offering with Two Existing Investors,https://finance.yahoo.com/news/ayro-announces-20-million-registered-140000057.html,AYRO
13,2020-12-26 07:30:00,Why Teslas Rivals Are Looking Better Than TSLA Shares,https://finance.yahoo.com/news/why-tesla-rivals-looking-better-123052238.html,AYRO
14,2020-12-14 16:15:00,CIBC announces changes to the CIBC Atlas Clean Energy Index,https://finance.yahoo.com/news/cibc-announces-changes-cibc-atlas-211500724.html,AYRO
15,2020-12-04 12:47:00,"With the EV Sector Stumbling, Avoid Buying Ayro",https://finance.yahoo.com/news/ev-sector-stumbling-avoid-buying-174724868.html,AYRO
16,2020-12-04 08:30:00,"AYRO to Participate on EV Panel at Benzingas Global SmallCap Conference and Present to Investors on December 8-9, 2020",https://finance.yahoo.com/news/ayro-participate-ev-panel-benzinga-133000369.html,AYRO
17,2020-11-25 13:00:00,Heres a Much Better Choice Than Lordstown Stock,https://finance.yahoo.com/news/much-better-choice-lordstown-stock-180055609.html,AYRO
18,2020-11-24 09:00:00,AYRO Closes $10.0 Million Registered Direct Offering,https://finance.yahoo.com/news/ayro-closes-10-0-million-140000250.html,AYRO
19,2020-11-23 14:13:00,Blink Chargings stock nearly triples in 6 days amid a great deal of market interest in the EV sector,https://www.marketwatch.com/story/blink-chargings-stock-more-than-doubles-in-a-week-amid-a-great-deal-of-market-interest-in-the-ev-sector-11605977514?siteid=yhoof2,AYRO
20,2020-11-23 09:00:00,AYRO Announces $10.0 Million Registered Direct Offering Priced At-the-Market under Nasdaq Rules,https://finance.yahoo.com/news/ayro-announces-10-0-million-140000518.html,AYRO
21,2020-11-06 07:30:00,AYRO Announces Third Quarter 2020 Financial Results,https://finance.yahoo.com/news/ayro-announces-third-quarter-2020-123000271.html,AYRO
22,2020-11-06 06:30:00,AYRO Inc to Host Earnings Call,https://finance.yahoo.com/news/ayro-inc-host-earnings-call-113000332.html,AYRO
23,2020-11-03 08:30:00,"AYRO to Report Third Quarter 2020 Financial Results on Friday, November 6, 2020 and Provide Corporate Update",https://finance.yahoo.com/news/ayro-report-third-quarter-2020-133000186.html,AYRO
24,2020-09-29 08:43:00,AYRO Inc. and Karma Automotives Innovation and Customization Center Announce Strategic Partnership,https://finance.yahoo.com/news/ayro-inc-karma-automotive-innovation-124300559.html,AYRO
25,2020-08-31 18:12:00,LD Micro: 360 Companies - Set to Present this Week,https://finance.yahoo.com/news/ld-micro-360-companies-set-221200857.html,AYRO
26,2020-08-25 14:30:00,AYRO Inc. Announces Investor Conference Participation Schedule for September 2020,https://finance.yahoo.com/news/ayro-inc-announces-investor-conference-183000682.html,AYRO
27,2020-08-21 11:48:00,"If You Want to Short Tesla, Just Buy Nikola Stock",https://finance.yahoo.com/news/want-short-tesla-just-buy-154810594.html,AYRO
28,2020-08-21 08:05:00,AYRO Inc. Announces Deployment to Major Military Hospital of Zero-Emissions Club Car 411,https://finance.yahoo.com/news/ayro-inc-announces-deployment-major-120500564.html,AYRO
29,2020-08-14 08:00:00,"AYRO, Inc. Announces Second Quarter 2020 Results",https://finance.yahoo.com/news/ayro-inc-announces-second-quarter-120000321.html,AYRO
30,2020-08-07 13:45:00,"AYRO Inc. Will Announce Second Quarter 2020 Results on August 14, 2020",https://finance.yahoo.com/news/ayro-inc-announce-second-quarter-174500228.html,AYRO
31,2020-08-07 08:24:00,Ayro Investors Should Look to the Cannabis Industry,https://finance.yahoo.com/news/ayro-investors-look-cannabis-industry-122451645.html,AYRO
32,2020-08-05 11:04:00,LD Micro Announces Preliminary List of Presenters for the LD-500.,https://finance.yahoo.com/news/ld-micro-announces-preliminary-list-150400725.html,AYRO
33,2020-07-24 10:25:00,"Ayro Inc Is Picture-Perfect, Except for One Nagging Detail",https://finance.yahoo.com/news/ayro-inc-picture-perfect-except-142502908.html,AYRO
34,2020-07-21 12:37:00,"AYRO, Inc. Announces $9.25 Million Registered Direct Offering Priced At-the-Market under Nasdaq Rules",https://finance.yahoo.com/news/ayro-inc-announces-9-25-163752469.html,AYRO
35,2020-07-21 08:01:00,AYRO Inc. Receives Initial Order for New All-Electric Mobile Food Vehicles,https://finance.yahoo.com/news/ayro-inc-receives-initial-order-120100963.html,AYRO
36,2020-07-17 15:42:00,The Next Big EV Stock to Buy Might Just Be AYRO,https://finance.yahoo.com/news/next-big-ev-stock-buy-194250440.html,AYRO
37,2020-07-09 15:00:00,"AYRO, Inc. Closes $15 Million Registered Direct Offering",https://finance.yahoo.com/news/ayro-inc-closes-15-million-190000733.html,AYRO
38,2020-07-09 08:00:00,"AYRO, Inc. and Gallery Carts Launch All-Electric Mobile Food Solution for Point-of-Demand Hospitality Markets",https://finance.yahoo.com/news/ayro-inc-gallery-carts-launch-120000074.html,AYRO
39,2020-07-06 12:28:00,"AYRO, Inc. Announces $15 Million Registered Direct Offering",https://finance.yahoo.com/news/ayro-inc-announces-15-million-162810133.html,AYRO
40,2020-07-06 08:13:00,AYRO Completes Factory Expansion To Handle Up To 600 Electric Vehicles Per Month,https://finance.yahoo.com/news/ayro-completes-factory-expansion-handle-121300795.html,AYRO
41,2020-06-19 16:45:00,"AYRO, Inc. Closes $5.5 Million Registered Direct Offering",https://finance.yahoo.com/news/ayro-inc-closes-5-5-204500665.html,AYRO
42,2020-06-17 09:00:00,"AYRO, Inc. Announces $5.5 Million Registered Direct Offering",https://finance.yahoo.com/news/ayro-inc-announces-5-5-130010445.html,AYRO
43,2020-06-01 08:30:00,"AYRO, Inc. to Host Virtual ""Town Hall"" Meeting on June 2, 2020",https://finance.yahoo.com/news/ayro-inc-host-virtual-town-123000000.html,AYRO
