,Date,Title,Link,Ticker
0,2021-04-13 07:13:00,"Seek Mentor in Pandemic, Global Author/CEO Says",https://finance.yahoo.com/news/seek-mentor-pandemic-global-author-111300268.html,USNA
1,2021-04-09 07:58:00,Do USANA Health Sciences's (NYSE:USNA) Earnings Warrant Your Attention?,https://finance.yahoo.com/news/usana-health-sciencess-nyse-usna-115802848.html,USNA
2,2021-04-08 16:58:00,USANA Schedules First Quarter Earnings Release and Conference Call,https://finance.yahoo.com/news/usana-schedules-first-quarter-earnings-205800958.html,USNA
3,2021-04-08 07:09:00,Apply DuPont Strategy to Pick 5 Top-Ranked Healthy Stocks,https://finance.yahoo.com/news/apply-dupont-strategy-pick-5-110911653.html,USNA
4,2021-04-07 10:34:00,USANA Dives Into Partnership With USA Swimming,https://finance.yahoo.com/news/usana-dives-partnership-usa-swimming-143400426.html,USNA
5,2021-03-24 18:09:00,4 Buffett-Munger Stocks With Strong Gains as of the 1st Quarter,https://finance.yahoo.com/news/4-buffett-munger-stocks-strong-220957271.html,USNA
6,2021-03-23 06:56:00,"Zacks.com featured highlights include: Medifast, 1800 FLOWERS.COM, USANA Health Sciences, UFP Industries and AllianceBernstein",https://finance.yahoo.com/news/zacks-com-featured-highlights-medifast-105610506.html,USNA
7,2021-03-17 18:58:00,4 Good Companies With High Piotroski F-Scores,https://finance.yahoo.com/news/4-good-companies-high-piotroski-225813538.html,USNA
8,2021-03-17 12:53:00,"Applying New 3Rs Gets Workers through Pandemic, Global Author/CEO Says",https://finance.yahoo.com/news/canadian-security-traders-association-virtually-220000331.html,USNA
9,2021-03-17 11:40:00,USNA vs. ZTS: Which Stock Should Value Investors Buy Now?,https://finance.yahoo.com/news/usna-vs-zts-stock-value-154003891.html,USNA
10,2021-03-10 05:19:00,"At US$96.90, Is It Time To Put USANA Health Sciences, Inc. (NYSE:USNA) On Your Watch List?",https://finance.yahoo.com/news/us-96-90-time-put-101957976.html,USNA
11,2021-03-05 09:15:00,"USANA Health (USNA) Soars to 52-Week High, Time to Cash Out?",https://finance.yahoo.com/news/usana-health-usna-soars-52-141502534.html,USNA
12,2021-03-01 11:40:00,USNA or ZTS: Which Is the Better Value Stock Right Now?,https://finance.yahoo.com/news/usna-zts-better-value-stock-164004455.html,USNA
13,2021-02-25 09:56:00,USANA executive director recognized as a top young leader in Utah,https://finance.yahoo.com/news/usana-executive-director-recognized-top-145600353.html,USNA
14,2021-02-16 16:17:00,USANA Announces Formation of Board Sustainability Committee,https://finance.yahoo.com/news/usana-announces-formation-board-sustainability-211700979.html,USNA
15,2021-02-12 09:32:00,5 Small Drug Stocks to Buy Amid Lingering COVID-Led Uncertainty,https://finance.yahoo.com/news/5-small-drug-stocks-buy-143202531.html,USNA
16,2021-02-11 11:40:00,USNA vs. CTLT: Which Stock Is the Better Value Option?,https://finance.yahoo.com/news/usna-vs-ctlt-stock-better-164004928.html,USNA
17,2021-02-11 07:40:00,"Does This Valuation Of USANA Health Sciences, Inc. (NYSE:USNA) Imply Investors Are Overpaying?",https://finance.yahoo.com/news/does-valuation-usana-health-sciences-124029452.html,USNA
18,2021-02-10 16:30:00,USANA Health Sciences Inc (USNA) Q4 2020 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/02/10/usana-health-sciences-inc-usna-q4-2020-earnings-ca/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,USNA
19,2021-02-10 10:02:00,Price Over Earnings Overview: Usana Health Sciences,https://finance.yahoo.com/news/price-over-earnings-overview-usana-150259019.html,USNA
20,2021-02-09 18:25:00,USANA Health Sciences (USNA) Surpasses Q4 Earnings and Revenue Estimates,https://finance.yahoo.com/news/usana-health-sciences-usna-surpasses-232511272.html,USNA
21,2021-02-09 17:21:00,Recap: Usana Health Sciences Q4 Earnings,https://finance.yahoo.com/news/recap-usana-health-sciences-q4-222144850.html,USNA
22,2021-02-09 16:17:00,USANA Health Sciences Finishes Strong 2020 with 14.5% Fourth Quarter Net Sales Growth and 32.6% Diluted EPS Growth,https://finance.yahoo.com/news/usana-health-sciences-finishes-strong-211700509.html,USNA
23,2021-02-08 10:13:00,Usana Health Sciences Earnings Preview,https://finance.yahoo.com/news/usana-health-sciences-earnings-preview-151323472.html,USNA
24,2021-02-02 12:31:00,Analysts Estimate USANA Health Sciences (USNA) to Report a Decline in Earnings: What to Look Out for,https://finance.yahoo.com/news/analysts-estimate-usana-health-sciences-173105691.html,USNA
25,2021-02-02 07:07:00,Country Music Star Influences Global CEO,https://finance.yahoo.com/news/country-music-star-influences-global-120700101.html,USNA
26,2021-01-17 16:20:00,3 Stock Picks for the Value Investor,https://finance.yahoo.com/news/3-stock-picks-value-investor-212056946.html,USNA
27,2021-01-15 04:21:00,Are Investors Overlooking Returns On Capital At USANA Health Sciences (NYSE:USNA)?,https://finance.yahoo.com/news/investors-overlooking-returns-capital-usana-092133521.html,USNA
28,2021-01-06 12:00:00,USANA Schedules Fourth Quarter Earnings Release and Conference Call,https://finance.yahoo.com/news/usana-schedules-fourth-quarter-earnings-170000301.html,USNA
29,2021-01-05 09:12:00,USANA Closes Out 2020 with Two Prestigious Awards,https://finance.yahoo.com/news/usana-closes-2020-two-prestigious-141200190.html,USNA
30,2020-12-30 09:23:00,USANA BiOmega supplement is of-fish-ially ConsumerLab.com approved,https://finance.yahoo.com/news/usana-biomega-supplement-fish-ially-142300931.html,USNA
31,2020-12-29 14:54:00,Is Debt-Free Usana a Good Value Stock?,https://finance.yahoo.com/news/debt-free-usana-good-value-195405025.html,USNA
32,2020-12-28 13:17:00,USANA Philippines receives top honors by Asia Pacific Enterprise Awards,https://finance.yahoo.com/news/usana-philippines-receives-top-honors-181700105.html,USNA
33,2020-12-23 09:13:00,USANA Kids Eat Delivers Meals and Holiday Spirit to Utah Families in Need,https://finance.yahoo.com/news/usana-kids-eat-delivers-meals-141300932.html,USNA
34,2020-12-18 15:36:00,4 Modestly Undervalued Stalwarts as of December,https://finance.yahoo.com/news/4-modestly-undervalued-stalwarts-december-203635179.html,USNA
35,2020-12-16 22:07:00,Is USNA A Good Stock To Buy Now?,https://finance.yahoo.com/news/usna-good-stock-buy-now-030738969.html,USNA
36,2020-12-16 04:21:00,Can You Imagine How USANA Health Sciences' (NYSE:USNA) Shareholders Feel About The 13% Share Price Increase?,https://finance.yahoo.com/news/imagine-usana-health-sciences-nyse-092157082.html,USNA
37,2020-12-03 11:00:00,USANA Announces Strategic Collaboration with Built Brands,https://finance.yahoo.com/news/usana-announces-strategic-collaboration-built-160000107.html,USNA
38,2020-11-27 09:45:00,Should Value Investors Pick USANA Health (USNA) Stock Now?,https://finance.yahoo.com/news/value-investors-pick-usana-health-144502695.html,USNA
39,2020-11-17 02:29:00,"Should Weakness in USANA Health Sciences, Inc.'s (NYSE:USNA) Stock Be Seen As A Sign That Market Will Correct The Share Price Given Decent Financials?",https://finance.yahoo.com/news/weakness-usana-health-sciences-inc-072931460.html,USNA
40,2020-10-28 08:45:00,USANA gains naming rights to U.S. Ski & Snowboard Center of Excellence training facility through 2023,https://finance.yahoo.com/news/usana-gains-naming-rights-u-124500224.html,USNA
41,2020-10-26 14:53:00,USANA Malaysia named number one combination dietary supplements brand in the country by world-leading market research company,https://finance.yahoo.com/news/usana-malaysia-named-number-one-185300738.html,USNA
42,2020-10-23 11:30:00,Is USANA Health Sciences (USNA) Stock Outpacing Its Medical Peers This Year?,https://finance.yahoo.com/news/usana-health-sciences-usna-stock-153003176.html,USNA
43,2020-10-22 13:49:00,Here's Why I Think USANA Health Sciences (NYSE:USNA) Is An Interesting Stock,https://finance.yahoo.com/news/heres-why-think-usana-health-174951318.html,USNA
44,2020-10-21 14:00:00,USANA Health Sciences Inc (USNA) Q3 2020 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2020/10/21/usana-health-sciences-inc-usna-q3-2020-earnings-ca/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,USNA
45,2020-10-20 17:49:00,16 Stocks Moving In Tuesday's After-Hours Session,https://finance.yahoo.com/news/16-stocks-moving-tuesdays-hours-214938190.html,USNA
46,2020-10-20 17:35:00,USANA Health Sciences (USNA) Q3 Earnings and Revenues Top Estimates,https://finance.yahoo.com/news/usana-health-sciences-usna-q3-213509598.html,USNA
47,2020-10-20 16:29:00,Usana Health Sciences: Q3 Earnings Insights,https://finance.yahoo.com/news/usana-health-sciences-q3-earnings-202951932.html,USNA
48,2020-10-20 16:17:00,USANA Health Sciences Reports Strong Third Quarter Growth; Raises Full-Year 2020 Net Sales and EPS Outlook,https://finance.yahoo.com/news/usana-health-sciences-reports-strong-201700210.html,USNA
49,2020-10-19 10:21:00,Preview: Usana Health Sciences's Earnings,https://finance.yahoo.com/news/preview-usana-health-sciencess-earnings-142150341.html,USNA
50,2020-10-13 12:30:00,USANA Health Sciences (USNA) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,https://finance.yahoo.com/news/usana-health-sciences-usna-earnings-163004648.html,USNA
51,2020-10-13 12:28:00,"USANA Health Sciences, Inc. (USNA): Hedge Funds Are Snapping Up",https://finance.yahoo.com/news/usana-health-sciences-inc-usna-162804386.html,USNA
52,2020-10-09 07:02:00,World Mental Health Day; Bestselling Author Urges Self-Care for Pandemic Relief,https://finance.yahoo.com/news/world-mental-health-day-bestselling-110200162.html,USNA
53,2020-10-05 13:45:00,USANA Schedules Third Quarter Earnings Release and Conference Call,https://finance.yahoo.com/news/usana-schedules-third-quarter-earnings-174500660.html,USNA
54,2020-09-30 09:00:00,USANA chief officer recognized as a top executive in Utah by local business publication,https://finance.yahoo.com/news/usana-chief-officer-recognized-top-130000334.html,USNA
55,2020-09-28 15:45:00,USANA Philippines named number one vitamins and dietary supplements brand by world-leading market research company,https://finance.yahoo.com/news/usana-philippines-named-number-one-194500836.html,USNA
56,2020-09-28 14:00:00,USANA Philippines named number one vitamins and dietary supplements brand by world-leading market research company,https://finance.yahoo.com/news/usana-philippines-named-number-one-180000335.html,USNA
57,2020-09-24 08:25:00,USANA continues industry-leading sustainability efforts by joining forces with the Utah Sustainable Business Coalition,https://finance.yahoo.com/news/usana-continues-industry-leading-sustainability-122500428.html,USNA
58,2020-09-23 11:58:00,How Is USANA Health Sciences' (NYSE:USNA) CEO Paid Relative To Peers?,https://finance.yahoo.com/news/usana-health-sciences-nyse-usna-155840451.html,USNA
59,2020-09-22 18:55:00,4 Russell 2000 Companies With High Financial Strength,https://finance.yahoo.com/news/4-russell-2000-companies-high-225556364.html,USNA
